Date	Time	 Region 	 Prefecture 	City	 RF Cluster	Group Center 	vCU	vDU	Zone	Site	Cell	Band	Site Status	Site Category	ECGI	ENBID	1002-Max UE Num	1011-Sector DL Throughput (Mbps)	1013-Radio Network Availability Rate (%)	3150-DL PRB Utilization	3644-CCE Utilization (%)	4095-ERAB Rel PDSCH Utilization	3645-CCE Utilization AGG1 (%)	3646-CCE Utilization AGG2 (%)	3647-CCE Utilization AGG4 (%)	3648-CCE Utilization AGG8 (%)	0004-DL PRB Utilization_Generic	1685-Test_FDDL.RprtNbr.CQI	1775-Test_FDDL.Cqi1Nbr.CW	1777-Test_FDDL.Cqi2Nbr.CW	1779-Test_FDDL.Cqi3Nbr.CW	1785-Test_FDDL.Cqi4Nbr.CW	3072-Average CQI	3138-Average CQI Nom	3139-Average CQI Denom	1191-Average DL User Throughput (Mbps)	1192-Average UL User Throughput (Mbps)	3140-Average DL User Throughput Nom	3141-Average DL User Throughput Denom (Seconds)	3142-Average UL User Throughput Nom (bits)	3143-Average UL User Throughput Denom (Seconds)	4316-Average User Data Volume	1020-DL Traffic Volume (GB)	1021-UL Traffic Volume (GB)	1027-Total Traffic Volume (GB)	1196-Traffic Volume VOLTE	1084-DL  Transport BLER %	3146-DL IBLER % Nom	3147-DL IBLER % Denom	1085-UL Transport Bler %	3148-UL IBLER % Nom	3149-UL IBLER Denom	1058-UL RSSI (dBm)	5297-DL Average MCS	4389-Average User Data Volume	1640-Test_FDUL.64QamDstrbtnNbr	1634-Test_FDUL.16QamDstrbtnNbr	1632-Test_FDUL.QpskDstrbtnNbr	3169-DL Qpsk Distribution	3171-DL 16QAM Distribution	3174-DL 64 QAM Distribution	3167-DL QPSK Distribution Nom	3170-DL 16Qam Distribution NOM	3173-DL 64 QAM Distribution NOM	3168-Modulation Distribution DNOM	1787-Test_FDDL.Cqi5Nbr.CW	1789-Test_FDDL.Cqi6Nbr.CW	1791-Test_FDDL.Cqi7Nbr.CW	1793-Test_FDDL.Cqi8Nbr.CW	1796-Test_FDDL.Cqi9Nbr.CW	1799-Test_FDDL.Cqi10Nbr.CW	1801-Test_FDDL.Cqi11Nbr.CW	1803-Test_FDDL.Cqi12Nbr.CW	1805-Test_FDDL.Cqi13Nbr.CW	1806-Test_FDDL.Cqi14Nbr.CW	1807-Test_FDDL.Cqi15Nbr.CW
16/06/2020	09:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	1	1800	ONAIR	Critical	4.40119E+12	360676	16	12.8842	100	10.9027	7.6755	-	2.2657	18.0143	79.72	0	10.9027	0.0312	97	121	239	168	8	16	2	14.0224	1.6644	5239574232	373.657	99651680	59.873	0.0005	0.6669	0.0163	0.6832	0	8.7693	58610	668354	9.5323	12762	133882	-99.2636	12.4782	0.356	36591	37678	59578	32.3664	44.3542	23.2794	6137	8410	4414	18961	171	732	386	542	537	661	566	461	329	209	346
17/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	1	1800	ONAIR	Critical	4.40119E+12	360676	12	13.292	100	11.3507	8.0919	-	0.8057	7.341	91.8534	0	11.3507	0.0469	23	19	28	40	7.6667	23	3	13.7353	1.6756	5583090512	406.477	78522320	46.861	0.0009	0.7079	0.0127	0.7206	0	8.7545	63304	723105	9.4648	9205	97255	-103.592	4.9947	0.6721	21002	28021	48232	84.5949	11.926	3.4791	5398	761	222	6381	59	79	70	51	65	100	102	69	104	56	75
11/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	23	11.8127	100	39.751	20.3438	-	2.6158	33.3855	63.9986	0	39.751	0.3438	588	678	774	814	10.5455	232	22	11.9	2.768	17619173568	1480.6	270764280	97.818	0.0005	2.2867	0.073	2.3597	0.0764	7.0083	150223	2143491	8.8143	33212	376797	-98.7575	20.5547	0.3826	119010	226717	31036	2.3852	21.7341	75.8807	28551	260156	908287	1196994	778	807	1099	2388	4577	3086	2679	2268	4968	3924	6792
12/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	18	5.9528	100	55.6271	27.9145	-	1.1977	13.6118	85.1905	0	55.6271	0.2031	229	266	266	231	9.3846	122	13	6.0505	6.1873	12108419440	2001.215	702801512	113.588	0.0006	1.5793	0.1284	1.7077	0	7.6465	165899	2169600	8.8673	31496	355194	-98.0868	21.772	0.434	223100	119200	12930	2.4949	22.139	75.3661	14008	124304	423159	561471	317	323	657	1076	1488	775	976	970	980	1328	3835
13/06/2020	08:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	18	14.3725	100	54.3243	17.9964	-	3.6796	66.4414	29.879	0	54.3243	0.2812	252	305	359	308	10.4444	188	18	14.4419	5.3768	29076037672	2013.313	580848528	108.028	0.0013	3.6646	0.1232	3.7878	0	6.1881	162488	2625805	10.0232	31921	318472	-99.7816	21.9084	0.9576	80105	229479	8930	1.0079	18.9828	80.0093	22434	422539	1780932	2225905	320	292	476	1012	2841	3003	2365	1392	1025	1050	8223
14/06/2020	19:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	26	10.9949	100	51.1674	24.2629	-	3.7849	59.8368	36.3783	0	51.1674	0.5312	208	232	238	264	9	306	34	10.8266	3.1547	21267786688	1964.398	543560536	172.3	0.0005	2.8044	0.1166	2.921	0.0003	8.3772	239552	2859585	9.88	54794	554594	-99.7524	17.1333	0.3873	181097	305685	67871	2.6153	53.5404	43.8443	54812	1122115	918903	2095830	298	491	995	6144	8190	2045	4131	6966	1592	716	633
15/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	24	10.2396	100	50.6149	22.1344	-	3.3066	52.0782	44.6152	0	50.6149	0.3906	510	559	561	574	9.68	242	25	10.4017	3.3685	19040317504	1830.492	477473656	141.745	0.0005	2.4672	0.1059	2.5731	0	8.0381	181368	2256361	9.7227	44173	454330	-98.6092	19.4171	0.3735	131547	276283	46520	3.0871	21.871	75.0419	44888	318015	1091145	1454048	565	753	1089	2061	2538	2298	6625	7229	1484	969	1044
16/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	18	12.0298	100	48.315	20.0714	-	5.2547	55.414	39.3313	0	48.315	0.3125	141	172	155	193	10.45	209	20	12.3332	3.1309	21077116976	1708.972	839081376	267.998	0.0009	2.7209	0.1573	2.8782	0	7.0222	146042	2079709	9.5604	54752	572694	-100.5322	22.1703	0.6177	121863	339450	111300	2.0292	16.8588	81.112	32643	271198	1304807	1608648	205	253	614	852	625	1074	2139	5959	3246	2382	7259
17/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	2	1800	ONAIR	Critical	4.40119E+12	360676	23	8.5523	100	27.0537	22.1161	-	19.9417	33.8718	46.1865	0	27.0537	0.3906	272	314	269	337	10.36	259	25	11.4172	9.0853	10864284424	951.575	14271385088	1570.824	0.0008	1.5856	1.8038	3.3894	0	7.1429	152655	2137143	9.8591	179207	1817677	-99.2594	21.4915	0.5466	131601	1575841	110505	1.867	12.9021	85.2309	18963	131046	865684	1015693	355	418	613	1169	1694	1535	2170	2228	8713	1794	4516
11/06/2020	02:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	5	17.9717	100	2.7923	2.7774	-	0.7863	13.4806	85.7331	0	2.7923	0	56	73	76	75	-	0	0	18.2263	2.2825	1280197856	70.239	3382600	1.482	0.0011	0.1617	0.0013	0.1629	0	7.4076	8519	115003	9.4832	989	10429	-92.7078	8.5598	0.7718	9252	1055	122	62.6186	22.0114	15.37	330	116	81	527	75	78	81	70	68	69	117	61	59	60	127
12/06/2020	11:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	8	7.0986	100	22.9545	8.6408	-	3.5131	62.2963	34.1906	0	22.9545	0.0625	11	9	16	8	9.25	37	4	7.3907	4.5438	5765880592	780.157	265165848	58.358	0.0016	0.7472	0.0473	0.7945	0	7.3618	67220	913092	9.8437	15025	152635	-97.722	14.7978	1.1173	135060	16782	793	9.7189	61.3878	28.8933	1881	11881	5592	19354	8	12	23	13	73	97	145	32	23	13	12
13/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	11	9.8335	100	3.3684	3.7573	-	4.8651	21.3417	73.7931	0	3.3684	0.125	475	535	590	651	9.25	74	8	13.3483	4.3741	1028672904	77.064	105993824	24.232	0.0001	0.1454	0.0177	0.1631	0	8.0727	15574	192923	11.1892	8982	80274	-96.0407	22.1171	0.0874	37049	38729	4536	4.9401	8.9381	86.1218	2669	4829	46529	54027	654	644	745	662	675	770	1037	1610	780	866	2533
14/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	11	14.8998	100	3.8118	3.4273	-	2.9131	22.8338	74.2531	0	3.8118	0.0781	591	677	742	762	10.8	54	5	16.418	3.8502	1671615520	101.816	40573208	10.538	0.0003	0.2212	0.0079	0.2291	0	7.3576	14199	192983	10.633	4826	45387	-96.02	20.9318	0.1861	14471	27852	3064	4.2328	16.3308	79.4364	6900	26621	129490	163011	731	755	785	636	667	841	1166	1510	865	893	1675
15/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	14	12.3856	100	3.916	3.6507	-	2.7369	23.3564	73.9067	0	3.916	0.0781	97	113	134	149	10.2	51	5	13.5392	3.8029	1524237880	112.58	33477128	8.803	0.0002	0.2003	0.0068	0.2072	0	7.7085	16220	210417	14.0889	6669	47335	-91.8057	15.1162	0.1539	39399	5419	2498	22.1084	19.1758	58.7158	2028	1759	5386	9173	153	151	175	159	203	191	147	182	143	225	284
16/06/2020	08:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	9	6.6823	100	2.9819	3.3989	-	2.9931	18.6944	78.3125	0	2.9819	0.0312	104	100	130	125	9	18	2	8.1223	6.528	571932304	70.415	90170720	13.813	0.0002	0.0774	0.0142	0.0916	0	8.4932	8395	98844	11.7562	4876	41476	-93.3876	12.8329	0.1177	37185	3512	779	24.6024	60.4487	14.949	2676	6575	1626	10877	150	168	150	140	185	186	159	138	138	162	432
17/06/2020	14:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-KITA-KUROKAWA	Ozone	UHN1AIC100400227	UHN1AIC101400454	NAGOYA	NNC2301000236	3	1800	ONAIR	Critical	4.40119E+12	360676	7	6.9866	100	17.8505	7.3361	-	1.7243	49.8942	48.3814	0	17.8505	0.0156	1	3	3	1	9	9	1	7.206	1.7487	4277118648	593.55	42227272	24.148	0.0018	0.5519	0.0158	0.5678	0	7.5703	46052	608327	9.9485	9303	93512	-97.5827	6.8651	1.3316	86628	6332	552	66.6667	33.3333	0	84	42	0	126	1	8	1	6	2	3	1	1	0	9	11
11/06/2020	17:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-KAWAMURA	Nagoyamoriyama	UHN1AIC100400234	UHN1AIC101400469	NAGOYA	NNC2301000509	7	1800	ONAIR	Critical	4.40119E+12	360683	16	8.3327	100	7.9138	5.8394	-	7.0802	35.8812	57.0386	0	7.9138	0.1875	533	536	601	748	10.75	129	12	9.8996	3.0089	2416732088	244.125	211570704	70.316	0.0002	0.3266	0.037	0.3636	0	7.9046	32848	415557	9.9984	17752	177549	-96.2996	14.4854	0.1349	59036	77797	40715	20.4955	47.7877	31.7168	30813	71844	47683	150340	655	868	989	973	1120	1235	1737	3551	1186	911	1214
12/06/2020	18:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-KAWAMURA	Nagoyamoriyama	UHN1AIC100400234	UHN1AIC101400469	NAGOYA	NNC2301000509	7	1800	ONAIR	Critical	4.40119E+12	360683	15	16.4367	100	20.3709	13.5836	-	1.8697	23.4328	74.6974	0	20.3709	0.0938	556	545	592	699	7.3333	44	6	16.4763	2.6525	12717508968	771.866	305612832	115.215	0.0013	1.6422	0.0555	1.6978	0	8.0911	107973	1334474	20.2422	44446	219571	-95.07	15.0199	0.9177	77999	61426	80144	16.6702	45.5015	37.8283	41187	112420	93462	247069	834	2768	1249	2378	2289	1559	1851	1175	737	608	785
13/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-KAWAMURA	Nagoyamoriyama	UHN1AIC100400234	UHN1AIC101400469	NAGOYA	NNC2301000509	7	1800	ONAIR	Critical	4.40119E+12	360683	13	7.4296	100	21.1714	12.1341	-	2.4801	26.7524	70.7675	0	21.1714	0.125	683	362	409	379	8.625	69	8	7.5141	1.5711	5452717160	725.662	139809944	88.986	0.0006	0.7358	0.0301	0.7659	0	7.3205	79888	1091292	9.4809	21701	228892	-100.8127	13.7676	0.4615	8587	152775	67566	20.0522	56.6781	23.2697	147584	417151	171265	736000	392	679	566	2718	5532	2125	1725	1653	993	1445	725
14/06/2020	16:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-KAWAMURA	Nagoyamoriyama	UHN1AIC100400234	UHN1AIC101400469	NAGOYA	NNC2301000509	7	1800	ONAIR	Critical	4.40119E+12	360683	19	9.5019	100	4.7659	3.9861	-	3.2138	26.0831	70.7031	0	4.7659	0.1094	265	266	302	287	10.7143	75	7	10.136	2.3937	1515282096	149.495	38014576	15.881	0.0002	0.1941	0.0083	0.2024	0	8.4438	18995	224958	13.924	8513	61139	-93.0677	11.9497	0.1191	32165	17493	11482	41.5974	35.9716	22.431	7505	6490	4047	18042	332	474	396	444	515	572	541	521	408	441	707
11/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	21	11.0486	100	42.12	21.9323	-	4.0362	53.6281	42.3356	0	42.12	0.3438	509	572	612	667	8.6364	190	22	10.6239	2.0812	18868456520	1776.035	433616192	208.346	0.0006	2.405	0.0825	2.4875	0	8.3129	245846	2957398	10.4233	55170	529296	-99.1054	12.5995	0.438	159358	222108	147825	23.9508	59.4159	16.6333	77532	192337	53844	323713	686	986	1493	2273	2256	1964	1831	1266	840	865	729
12/06/2020	15:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	19	7.3316	100	30.104	19.5359	-	8.5062	43.3169	48.1769	0	30.104	0.3438	462	553	633	980	9.4545	208	22	8.0789	2.3262	8226540456	1018.274	1079363584	464.001	0.0005	2.7017	0.1578	2.8595	0.9319	6.7105	170675	2543400	10.9141	93350	855313	-102.4887	13.9634	0.5502	60741	533666	260936	7.9537	75.3884	16.6579	136992	1298462	286910	1722364	2866	10902	11043	16903	3731	2548	1703	1384	804	727	1018
13/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	20	14.1739	100	70.0564	31.8157	-	5.5954	78.7261	15.6785	0	70.0564	0.3594	433	445	657	427	9.5217	219	23	13.6877	2.5408	38759357560	2831.698	833773920	328.153	0.0015	5.9404	0.1614	6.1018	0	8.4996	460404	5416753	10.2078	79458	778405	-100.038	18.3965	1.0625	152924	461245	164149	0.8861	22.1891	76.9248	31130	779534	2702480	3513144	406	475	608	1344	10344	12459	12316	2717	806	894	978
14/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	24	10.7675	100	41.0036	22.5411	-	6.4929	76.2578	17.2494	0	41.0036	0.3281	855	840	882	820	9.619	202	21	10.7339	2.2017	16909274888	1575.311	552056224	250.736	0.0008	3.6679	0.1087	3.7766	0	8.7894	220886	2513096	9.8544	61610	625201	-99.4174	15.8475	0.5934	142446	320309	162422	2.9315	61.0255	36.043	48415	1007856	595262	1651533	896	1094	1425	4668	10617	6759	3726	2120	1351	1290	1126
15/06/2020	11:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	22	10.4431	100	74.7307	29.0365	-	6.2602	83.4488	10.291	0	74.7307	0.2969	643	662	684	758	9.8421	187	19	10.2495	1.6407	31087361968	3033.055	537453440	327.582	0.0015	5.5148	0.1045	5.6193	0	8.01	392777	4903558	9.8599	70316	713154	-100.9773	17.935	1.0979	157907	267838	287366	4.764	29.1516	66.0844	22800	139515	316270	478585	661	1580	1282	1575	1878	3178	4102	3147	1437	1060	879
16/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	20	6.8622	100	52.3384	25.1964	-	3.7504	57.0972	39.1524	0	52.3384	0.3438	896	892	894	685	9.1364	201	22	6.7509	1.8968	13381719984	1982.221	524065440	276.294	0.0008	3.0933	0.087	3.1802	0	6.9369	159309	2296538	10.4405	62312	596832	-100.147	15.0274	0.6045	142580	226798	227440	12.3432	52.764	34.8929	161618	690876	456877	1309371	783	1632	2310	3170	4069	5666	3583	1394	909	787	964
17/06/2020	18:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400422	NAGOYA	NNC2301000273	3	1800	ONAIR	-	4.40119E+12	360660	23	9.5963	100	47.6789	23.0835	-	6.6998	67.8225	25.4777	0	47.6789	0.3281	476	495	571	639	8.3333	175	21	9.0747	3.0833	17599318968	1939.386	816562976	264.838	0.0009	3.3226	0.1384	3.461	0	8.5021	250516	2946506	10.167	67575	664653	-98.8658	10.9172	0.6446	253427	288485	122768	40.201	49.3662	10.4328	12558	15421	3259	31238	785	1409	980	1384	1197	1209	991	982	615	622	580
11/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	21	9.2911	100	14.6685	8.7993	-	7.0873	44.5997	48.3129	0	14.6685	0.2969	2041	2454	2651	2836	9.5263	181	19	10.1776	2.0962	5285611288	519.339	303805800	144.929	0.0002	0.6817	0.0483	0.73	0.1713	7.3328	58809	801997	11.8191	35604	301241	-100.1311	16.663	0.1901	79463	111571	110227	13.9758	40.9921	45.0321	79928	234435	257540	571903	3749	3638	4478	4863	4674	4334	3645	4954	4182	2505	3074
12/06/2020	10:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	20	15.4478	100	15.4838	9.2726	-	8.8534	49.7946	41.352	0	15.4838	0.3281	1063	1256	1382	1595	9.4762	199	21	17.5464	1.3036	9340388792	532.326	169659384	130.147	0.0004	1.2209	0.0332	1.2541	0	8.0486	85097	1057294	9.9911	34994	350253	-100.5042	13.983	0.2945	105220	136619	108440	15.3933	57.3185	27.2882	15774	58736	27963	102473	1824	1917	1883	2686	2574	2899	3467	2885	1765	1877	1340
13/06/2020	09:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	26	13.9399	100	32.4593	17.2192	-	9.4735	64.4068	26.1197	0	32.4593	0.4062	3800	4295	4930	5123	9.5	247	26	14.1373	2.5575	15755289744	1114.448	678346168	265.236	0.0005	2.3592	0.1168	2.476	0.0001	8.0774	186204	2305260	10.7777	71120	659884	-95.2332	16.7439	0.3288	367084	182715	110080	7.0177	41.2418	51.7405	62938	369877	464035	896850	5171	5995	6060	6830	10848	11885	10515	9302	6178	4607	4008
14/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	23	10.9059	100	24.9344	15.1349	-	8.095	44.8402	47.0648	0	24.9344	0.4375	3374	3738	4162	4179	9.3929	263	28	12.0736	1.7115	10592978176	877.364	557453128	325.713	0.0003	1.4251	0.0854	1.5105	0	7.5901	125708	1656204	10.5591	66305	627941	-101.3792	19.4033	0.2505	104576	203516	319851	2.75	20.4897	76.7602	31714	236292	885216	1153222	4468	4813	4647	4688	7926	15359	18201	5283	4865	3621	3117
15/06/2020	11:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	21	13.5104	100	16.3594	9.277	-	4.8051	44.4099	50.785	0	16.3594	0.2969	1765	2034	2390	2402	9.3158	177	19	14.4968	1.2408	8274903224	570.809	149791816	120.724	0.0003	1.0616	0.0265	1.0881	0.1359	7.866	68494	870762	15.1164	41491	274476	-97.6924	13.465	0.2384	91800	58812	123857	20.2379	57.8595	21.9026	26526	75837	28708	131071	2834	3803	3800	4014	4077	3092	4096	3661	2827	2017	1908
16/06/2020	06:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	20	13.1058	100	23.0316	9.97	-	5.9714	59.021	35.0075	0	23.0316	0.3281	1535	1687	1903	1933	10.0952	212	21	13.6128	2.469	10760086040	790.441	238080608	96.427	0.0004	1.358	0.0426	1.4006	0	2.6646	23620	886441	12.1074	31911	263565	-99.9127	23.7718	0.322	90898	109346	63333	2.8614	11.6891	85.4495	23459	95832	700549	819840	2395	2573	3167	3657	5233	2921	4189	2112	1868	2432	7065
17/06/2020	09:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	10	1800	ONAIR	-	4.40119E+12	360670	23	13.6581	100	19.3258	10.1731	-	7.0851	54.1944	38.7205	0	19.3258	0.3438	2714	3105	3679	3874	9.5909	211	22	14.9339	1.876	9847855432	659.431	282072136	150.359	0.0003	1.276	0.0488	1.3248	0	8.3495	76660	918141	10.4129	37377	358948	-98.004	17.9217	0.2338	130275	109119	119555	7.0348	31.7771	61.1881	25685	116023	223407	365115	4049	4962	5674	5937	6854	5590	4944	4541	4348	4929	7627
11/06/2020	06:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	11	1800	ONAIR	-	4.40119E+12	360670	7	7.7306	100	12.9291	5.3452	-	4.454	50.1509	45.3951	0	12.9291	0.0781	140	119	136	154	9.4	47	5	8.0661	1.7767	3402224168	421.793	54712728	30.795	0.0006	0.4316	0.0127	0.4443	0	3.6669	16889	460575	9.9066	8771	88537	-106.1179	16.3137	0.4364	420	71654	16462	4.4077	49.5554	46.0369	20283	228040	211849	460172	160	505	413	428	2302	3711	1112	316	235	268	199
12/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	11	1800	ONAIR	-	4.40119E+12	360670	11	8.05	100	17.3975	7.279	-	7.2964	56.5516	36.152	0	17.3975	0.0781	312	305	377	362	9.8	49	5	8.5694	1.8342	4991528640	582.483	147126184	80.211	0.0004	0.6423	0.0288	0.6711	0.0921	6.1177	45717	747287	9.6256	18295	190067	-105.1166	15.7486	0.3561	3756	123755	62555	5.6079	56.092	38.3001	41707	417170	284847	743724	414	856	1256	1799	3755	4995	2806	1624	713	785	950
13/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MORIYAMA-OBATARYOKUCHI	Shidami	UHN1AIC100400221	UHN1AIC101400443	NAGOYA	NNC2301000409	11	1800	ONAIR	-	4.40119E+12	360670	10	7.7532	100	3.6597	3.1867	-	3.6219	21.0226	75.3555	0	3.6597	0.0781	183	173	241	233	10.6	53	5	8.4484	1.3892	775972848	91.849	23111464	16.637	0.0002	0.102	0.0048	0.1068	0	5.3976	6439	119294	9.436	4196	44468	-105.1583	16.05	0.1288	299	28157	16021	6.7828	50.3799	42.8373	8088	60074	51080	119242	209	274	695	867	869	1132	1110	609	205	197	139
